tx gt,ty gt,tz gt
1.1957,0.5834,1.574
1.1931,0.5836,1.5755
1.1901,0.5837,1.5768
1.1874,0.5838,1.5783
1.1842,0.5839,1.5798
1.1813,0.5839,1.5814
1.1784,0.584,1.583
1.1756,0.5841,1.5847
1.1729,0.5843,1.5863
1.1698,0.5844,1.5877
1.1669,0.5845,1.5894
1.1638,0.5845,1.5909
1.1607,0.5846,1.5921
1.1578,0.5846,1.5937
1.1547,0.5846,1.5951
1.1516,0.5848,1.5966
1.1485,0.5848,1.598
1.1452,0.5847,1.5993
1.1422,0.5847,1.6006
1.139,0.5847,1.6019
1.1361,0.5847,1.6031
1.1327,0.5846,1.6043
1.1295,0.5847,1.6055
1.1265,0.5847,1.6068
1.1231,0.5848,1.608
1.1201,0.5849,1.6095
1.1168,0.5849,1.611
1.1136,0.5849,1.6122
1.1105,0.5849,1.6136
1.1074,0.5849,1.6148
1.1043,0.5849,1.6161
1.1014,0.585,1.6175
1.0982,0.5852,1.6189
1.0952,0.5852,1.6201
1.092,0.5854,1.6216
1.0891,0.5854,1.6229
1.0861,0.5854,1.6242
1.0834,0.5855,1.6258
1.0804,0.5855,1.6272
1.0775,0.5856,1.6286
1.0746,0.5857,1.6301
1.0718,0.5857,1.6316
1.0691,0.5859,1.633
1.0664,0.586,1.6347
1.0637,0.586,1.6363
1.0609,0.5861,1.6377
1.0583,0.5861,1.6393
1.0558,0.5862,1.6407
1.0533,0.5863,1.6424
1.0505,0.5862,1.6438
1.048,0.5864,1.6453
1.0455,0.5865,1.6468
1.0431,0.5867,1.6484
1.0407,0.5868,1.6498
1.0382,0.587,1.6512
1.0358,0.5871,1.6525
1.0336,0.5872,1.6538
1.0313,0.5873,1.655
1.0289,0.5875,1.656
1.0268,0.5876,1.6571
1.0249,0.5878,1.6582
1.0228,0.5881,1.6591
1.0208,0.5883,1.6599
1.0189,0.5885,1.6606
1.0172,0.5888,1.6611
1.0155,0.5892,1.6615
1.0141,0.5896,1.6619
1.0126,0.5901,1.662
1.0114,0.5904,1.6623
1.0101,0.5907,1.6624
1.0091,0.5911,1.6625
1.0084,0.5914,1.6626
1.0079,0.5918,1.6625
1.0073,0.5923,1.6624
1.0068,0.5926,1.6621
1.0065,0.5929,1.6617
1.0065,0.5932,1.6612
1.0066,0.5936,1.6605
1.0068,0.5938,1.6597
1.0072,0.5941,1.6589
1.0078,0.5943,1.6581
1.0084,0.5945,1.6572
1.0093,0.5946,1.6562
1.0103,0.5946,1.6552
1.0113,0.5948,1.6541
1.0125,0.5948,1.653
1.014,0.5949,1.6518
1.0155,0.595,1.6505
1.0173,0.595,1.6493
1.019,0.595,1.6479
1.0208,0.5948,1.6463
1.0227,0.5947,1.6451
1.025,0.5947,1.6437
1.0272,0.5946,1.6423
1.0296,0.5945,1.641
1.0319,0.5945,1.6396
1.0343,0.5945,1.6382
1.0369,0.5945,1.637
1.0394,0.5945,1.6353
1.0419,0.5944,1.6336
1.0447,0.5943,1.632
1.0474,0.5942,1.6301
1.0505,0.5942,1.6285
1.0535,0.5942,1.6268
1.0569,0.5943,1.6252
1.0602,0.5943,1.6238
1.0634,0.5944,1.6225
1.0669,0.5944,1.6212
1.0705,0.5944,1.6198
1.0741,0.5943,1.6184
1.0777,0.5941,1.6167
1.0815,0.594,1.6149
1.0854,0.5938,1.6133
1.0891,0.5936,1.6116
1.0928,0.5934,1.61
1.0966,0.593,1.6085
1.1005,0.5928,1.6071
1.1044,0.5925,1.6056
1.1082,0.592,1.604
1.1122,0.5916,1.6024
1.1162,0.5912,1.6009
1.1199,0.5907,1.5993
1.1237,0.5902,1.5976
1.1276,0.5897,1.596
1.1313,0.5893,1.5942
1.1354,0.5887,1.5928
1.1393,0.5884,1.5912
1.143,0.5879,1.5898
1.147,0.5873,1.5884
1.1506,0.5868,1.5869
1.1545,0.5863,1.5855
1.1582,0.5858,1.5842
1.1622,0.5854,1.5829
1.166,0.5849,1.5816
1.1696,0.5843,1.5801
1.1733,0.5838,1.5788
1.177,0.5832,1.5774
1.1805,0.5827,1.5761
1.1842,0.5821,1.5748
1.1877,0.5815,1.5735
1.1912,0.5809,1.5722
1.195,0.5805,1.5711
1.1984,0.58,1.5698
1.202,0.5797,1.5686
1.2053,0.5793,1.5672
1.2086,0.5789,1.5658
1.212,0.5785,1.5646
1.2153,0.5781,1.5633
1.2182,0.5776,1.562
1.2216,0.5773,1.5606
1.2247,0.577,1.5591
1.2279,0.5766,1.5576
1.231,0.5764,1.5563
1.2343,0.5763,1.5549
1.237,0.5762,1.5536
1.2401,0.5758,1.552
1.243,0.5757,1.5507
1.246,0.5754,1.5492
1.2488,0.5752,1.5479
1.2517,0.5748,1.5462
1.2546,0.5744,1.5447
1.2574,0.5742,1.5432
1.2603,0.5738,1.5416
1.2631,0.5737,1.5399
1.266,0.5731,1.5382
1.269,0.573,1.5365
1.2718,0.5727,1.5347
1.2748,0.5724,1.533
1.2776,0.5721,1.5313
1.2808,0.5717,1.5297
1.2836,0.5714,1.528
1.2867,0.5713,1.5263
1.2897,0.5708,1.5245
1.2924,0.5706,1.5225
1.2954,0.57,1.5206
1.2985,0.5698,1.5187
1.3013,0.5694,1.5167
1.3042,0.569,1.5147
1.3071,0.5687,1.5128
1.31,0.5683,1.5107
1.3128,0.5679,1.5086
1.3157,0.5675,1.5066
1.3183,0.5671,1.5044
1.3214,0.5666,1.5022
1.324,0.5662,1.5001
1.3267,0.5658,1.4979
1.3298,0.5652,1.4958
1.3321,0.5646,1.4934
1.335,0.564,1.4912
1.3376,0.5635,1.4888
1.3402,0.5631,1.4865
1.3427,0.5626,1.4841
1.3452,0.5624,1.4818
1.3477,0.5621,1.4794
1.3503,0.5618,1.4771
1.3528,0.5617,1.4748
1.3552,0.5612,1.4726
1.3573,0.5609,1.4702
1.3599,0.5604,1.4681
1.3622,0.5601,1.4659
1.3647,0.5596,1.4637
1.3669,0.5593,1.4616
1.3694,0.559,1.4596
1.3714,0.5588,1.4574
1.3737,0.5585,1.4553
1.3763,0.5583,1.4534
1.3784,0.5581,1.4514
1.3807,0.5577,1.4493
1.3828,0.5575,1.4475
1.3853,0.5571,1.4457
1.3875,0.5567,1.4442
1.3896,0.5565,1.4425
1.3918,0.5561,1.4408
1.394,0.5558,1.4392
1.396,0.5554,1.4375
1.3982,0.555,1.4358
1.3999,0.5546,1.4342
1.4022,0.5543,1.4327
1.4037,0.5539,1.4312
1.4059,0.5535,1.4299
1.4078,0.5532,1.4285
1.4092,0.5528,1.4271
1.4111,0.5526,1.4259
1.4127,0.5522,1.4245
1.4144,0.5519,1.4231
1.4156,0.5515,1.4219
1.4171,0.5511,1.4207
1.4181,0.5508,1.4197
1.419,0.5505,1.419
1.4204,0.5502,1.4183
1.421,0.5498,1.4177
1.4217,0.5495,1.4172
1.4226,0.5492,1.4167
1.4231,0.549,1.4166
1.4234,0.5489,1.4164
1.4236,0.5489,1.4163
1.4236,0.5489,1.4164
1.4235,0.5489,1.4167
1.4232,0.549,1.4171
1.4226,0.5492,1.4175
1.4218,0.5493,1.4182
1.4215,0.5495,1.4192
1.4208,0.5497,1.4201
1.42,0.5497,1.4212
1.4189,0.5498,1.4224
1.4178,0.55,1.4235
1.4163,0.55,1.4247
1.4154,0.5501,1.4261
1.4136,0.5503,1.4272
1.4122,0.5506,1.4287
1.4103,0.5507,1.4301
1.4087,0.551,1.4316
1.4066,0.5513,1.433
1.4045,0.5515,1.4345
1.4026,0.5519,1.4361
1.4,0.5523,1.4377
1.3979,0.5527,1.4393
1.3951,0.5531,1.441
1.3927,0.5535,1.4425
1.3899,0.554,1.444
1.3872,0.5546,1.4457
1.3845,0.5551,1.4474
1.3814,0.5556,1.4491
1.3783,0.556,1.4508
1.3755,0.5566,1.4527
1.3724,0.5572,1.4544
1.3694,0.5578,1.4562
1.3661,0.5583,1.4578
1.3631,0.5589,1.4593
1.3596,0.5594,1.4607
1.3566,0.5599,1.4624
1.3537,0.5605,1.464
1.3505,0.561,1.4656
1.3473,0.5615,1.4672
1.3443,0.5621,1.4688
1.3409,0.5625,1.4704
1.338,0.563,1.472
1.3348,0.5635,1.4734
1.3317,0.5639,1.4749
1.3285,0.5644,1.4762
1.3256,0.5647,1.4777
1.3227,0.5651,1.479
1.3196,0.5654,1.4804
1.3167,0.5657,1.4818
1.3138,0.566,1.4832
1.3107,0.5663,1.4845
1.3078,0.5666,1.486
1.3049,0.567,1.4875
1.3018,0.5674,1.4888
1.2988,0.5679,1.4902
1.2963,0.5684,1.4918
1.2936,0.5689,1.4932
1.2904,0.5695,1.4945
1.2876,0.57,1.4961
1.2837,0.5702,1.4971
1.2814,0.5709,1.4988
1.2783,0.5713,1.5002
1.2755,0.5717,1.5018
1.2726,0.5722,1.5033
1.2699,0.5726,1.5049
1.2675,0.5729,1.5064
1.2643,0.5734,1.5081
1.2615,0.5738,1.5097
1.2589,0.5742,1.5115
1.2563,0.5745,1.5131
1.2536,0.5747,1.5146
1.2504,0.5748,1.5159
1.2482,0.5752,1.5176
1.2456,0.5755,1.5194
1.2429,0.5758,1.521
1.2403,0.576,1.5226
1.2377,0.5763,1.5244
1.2352,0.5765,1.5261
1.2325,0.5767,1.5276
1.2302,0.577,1.5294
1.2276,0.577,1.5309
1.2248,0.5771,1.5324
1.2224,0.5773,1.5341
1.2201,0.5775,1.5358
1.2176,0.5775,1.5372
1.215,0.5775,1.539
1.2125,0.5776,1.5407
1.2102,0.5777,1.5424
1.2078,0.5779,1.544
1.2055,0.5779,1.5459
1.2032,0.5781,1.5475
1.2006,0.5781,1.5491
1.1982,0.5783,1.5507
1.1963,0.5784,1.5526
1.1937,0.5784,1.5542
1.1914,0.5783,1.5561
1.1892,0.5784,1.5581
1.1868,0.5783,1.5598
1.1844,0.5784,1.5616
1.1822,0.5785,1.5635
1.1799,0.5785,1.5653
1.1775,0.5784,1.5669
1.1753,0.5784,1.569
1.1729,0.5784,1.5708
1.1706,0.5784,1.5725
1.168,0.5784,1.5743
1.1659,0.5784,1.5762
1.1634,0.5785,1.578
1.1611,0.5786,1.58
1.1586,0.5786,1.5819
1.1559,0.5787,1.5838
1.1536,0.5791,1.5856
1.1507,0.579,1.5873
1.148,0.5791,1.589
1.1454,0.5792,1.5906
1.1429,0.5795,1.5924
1.1404,0.5796,1.5942
1.1375,0.5798,1.5959
1.135,0.5799,1.5977
1.1325,0.5802,1.5996
1.1296,0.5803,1.6012
1.1269,0.5804,1.6029
1.1244,0.5806,1.6046
1.1215,0.5807,1.6063
1.1191,0.5809,1.6081
1.1165,0.5809,1.6098
1.1138,0.5811,1.6115
1.1114,0.581,1.6136
1.1088,0.5812,1.6153
1.1064,0.5812,1.6172
1.1035,0.5811,1.619
1.101,0.5812,1.6204
1.0985,0.5814,1.6223
1.0961,0.5815,1.6241
1.0935,0.5816,1.6257
1.0908,0.5818,1.6275
1.0884,0.5819,1.6294
1.0857,0.582,1.6312
1.0834,0.5821,1.6332
1.0809,0.5822,1.6348
1.0784,0.5821,1.6366
1.076,0.5821,1.6382
1.0737,0.5821,1.6399
1.0712,0.5819,1.6414
1.0687,0.5819,1.643
1.0664,0.5817,1.6447
1.064,0.5815,1.6464
1.0617,0.5815,1.648
1.0596,0.5814,1.6498
1.0574,0.5813,1.6513
1.0551,0.5812,1.6529
1.0529,0.5812,1.6545
1.0506,0.581,1.6559
1.0484,0.581,1.6573
1.0464,0.581,1.6587
1.0444,0.5809,1.6601
1.0422,0.5811,1.6613
1.0398,0.5811,1.6624
1.0379,0.5811,1.6637
1.0359,0.5812,1.665
1.0337,0.5813,1.6661
1.0316,0.5815,1.667
1.0295,0.5816,1.6681
1.0276,0.5818,1.669
1.0256,0.5822,1.6698
1.0238,0.5825,1.6707
1.022,0.5829,1.6715
1.0202,0.5833,1.6723
1.0185,0.5837,1.673
1.0169,0.5842,1.6737
1.0153,0.5846,1.6744
1.0141,0.5851,1.6747
1.0127,0.5856,1.675
1.0113,0.5862,1.6751
1.0107,0.5866,1.6753
1.0097,0.5869,1.6756
1.0089,0.5872,1.6757
1.0085,0.5874,1.6758
1.0078,0.5875,1.6756
1.0082,0.5877,1.6758
1.0077,0.5877,1.6756
1.0075,0.5876,1.6753
1.0079,0.5877,1.6752
1.0081,0.5878,1.6748
1.0085,0.5878,1.6744
1.0093,0.5878,1.6739
1.0099,0.5878,1.6733
1.0105,0.5876,1.6725
1.0115,0.5874,1.6717
1.013,0.5875,1.6711
1.0141,0.5872,1.6702
1.0156,0.5869,1.6692
1.0172,0.5868,1.6683
1.0188,0.5866,1.6671
1.0208,0.5865,1.666
1.0228,0.5863,1.6648
1.025,0.5862,1.6636
1.0273,0.5861,1.6622
1.0295,0.5859,1.6607
1.0318,0.5857,1.6593
1.0343,0.5856,1.6577
1.0372,0.5854,1.656
1.0399,0.5852,1.6544
1.0427,0.585,1.6527
1.0458,0.5849,1.651
1.0486,0.5847,1.6492
1.0511,0.5843,1.6471
1.0544,0.5842,1.6453
1.0574,0.5838,1.6429
1.0607,0.5837,1.641
1.0639,0.5835,1.6386
1.0675,0.5832,1.6367
1.0707,0.583,1.6343
1.0743,0.5828,1.6324
1.0777,0.5825,1.6304
1.081,0.582,1.6283
1.0845,0.5816,1.6261
1.0879,0.581,1.624
1.0915,0.5805,1.6217
1.0951,0.5799,1.6194
1.0986,0.5794,1.6172
1.102,0.5789,1.615
1.1058,0.5783,1.6129
1.1093,0.5779,1.6111
1.1129,0.5774,1.6092
1.1166,0.5768,1.6073
1.1202,0.5764,1.6056
1.1236,0.5758,1.6038
1.1272,0.5755,1.6022
1.1309,0.5751,1.6007
1.1344,0.5745,1.5991
1.1381,0.5742,1.5976
1.1416,0.5738,1.5962
1.1448,0.5732,1.5946
1.1486,0.5726,1.593
1.152,0.5722,1.5916
1.1555,0.5717,1.5901
1.1588,0.571,1.5885
1.1623,0.5706,1.587
1.1656,0.5701,1.5855
1.1689,0.5695,1.584
1.1721,0.5692,1.5825
1.1756,0.5686,1.581
1.179,0.5682,1.5796
1.1824,0.5678,1.5781
1.1857,0.5673,1.5767
1.1893,0.5669,1.5752
1.1926,0.5666,1.5735
1.1961,0.5663,1.572
1.1992,0.5659,1.5705
1.2025,0.5656,1.5691
1.2058,0.5652,1.5677
1.2089,0.5649,1.5661
1.2124,0.5645,1.5645
1.2157,0.5643,1.563
1.219,0.564,1.5613
1.2222,0.5637,1.5594
1.2255,0.5634,1.5578
1.2285,0.5631,1.556
1.2316,0.5626,1.5543
1.2349,0.5621,1.5526
1.2377,0.5617,1.5506
1.241,0.5612,1.5488
1.244,0.5609,1.5469
1.2469,0.5606,1.5446
1.2497,0.56,1.5426
1.2525,0.5596,1.5405
1.2551,0.5593,1.5385
1.2581,0.5588,1.5366
1.2608,0.5583,1.5346
1.2634,0.5579,1.5326
1.2658,0.5577,1.5307
1.2684,0.5575,1.529
1.2709,0.5573,1.5271
1.2734,0.5572,1.5254
1.276,0.557,1.5234
1.2784,0.5569,1.5217
1.2809,0.5566,1.52
1.2834,0.5564,1.5182
1.2857,0.5561,1.5166
1.2882,0.556,1.515
1.2906,0.5558,1.5136
1.2929,0.5556,1.5119
1.2952,0.5553,1.5104
1.2975,0.5552,1.509
1.2997,0.5551,1.5075
1.3018,0.5548,1.5059
1.3042,0.5546,1.5045
1.3064,0.5543,1.503
1.3087,0.5541,1.5017
1.3111,0.5538,1.5003
1.3135,0.5535,1.4991
1.3155,0.5533,1.4977
1.318,0.5531,1.4963
1.3202,0.553,1.4948
1.3225,0.5527,1.4932
1.3248,0.5526,1.4916
1.3271,0.5524,1.4898
1.3293,0.5523,1.4882
1.3317,0.5519,1.4864
1.3337,0.5517,1.4846
1.336,0.5514,1.4829
1.338,0.5512,1.481
1.3405,0.5509,1.4791
1.3425,0.5507,1.4771
1.345,0.5506,1.4749
1.3472,0.5505,1.4729
1.3496,0.5505,1.4706
1.3518,0.5504,1.4685
1.3539,0.5504,1.466
1.3563,0.5503,1.4639
1.3584,0.5503,1.4612
1.361,0.5503,1.4587
1.3632,0.5503,1.456
1.3655,0.5504,1.4535
1.3677,0.5505,1.4509
1.3703,0.5506,1.4485
1.3723,0.5506,1.4458
1.3745,0.5508,1.4436
1.3766,0.5509,1.4411
1.3789,0.5511,1.4387
1.3811,0.5512,1.4364
1.3833,0.5514,1.4341
1.3853,0.5515,1.4318
1.3874,0.5519,1.4297
1.3895,0.5521,1.4273
1.392,0.552,1.4253
1.3939,0.5523,1.4233
1.3961,0.5523,1.4213
1.3979,0.5524,1.4193
1.4001,0.5527,1.4175
1.4024,0.5527,1.4156
1.4044,0.5529,1.4138
1.4066,0.5532,1.4119
1.4086,0.5533,1.4102
1.4106,0.5535,1.4081
1.4129,0.5536,1.4064
1.4148,0.5539,1.4046
1.4168,0.5541,1.4029
1.4187,0.5542,1.4011
1.4206,0.5544,1.3996
1.4226,0.5546,1.3978
1.4245,0.5549,1.3962
1.4264,0.5552,1.3945
1.4282,0.5557,1.3929
1.4301,0.5559,1.3913
1.4316,0.5562,1.3897
1.4338,0.5566,1.3882
1.4349,0.5569,1.3864
1.4372,0.5571,1.3848
1.4386,0.5573,1.383
1.4406,0.5575,1.3815
1.4421,0.558,1.3798
1.4437,0.5582,1.3782
1.4454,0.5585,1.3765
1.4468,0.5589,1.3751
1.4488,0.559,1.3736
1.4499,0.5593,1.3723
1.4517,0.5596,1.3709
1.4531,0.5597,1.3697
1.454,0.56,1.3684
1.4556,0.5602,1.3676
1.4569,0.5603,1.3667
1.4579,0.5603,1.3659
1.4587,0.5604,1.3652
1.4597,0.5604,1.3646
1.4601,0.5605,1.3642
1.4608,0.5606,1.3639
1.4617,0.5607,1.3637
1.4623,0.5608,1.3636
1.4624,0.5609,1.3636
1.4627,0.5611,1.3637
1.4629,0.5611,1.3639
1.463,0.5611,1.3641
1.463,0.5611,1.3644
1.463,0.5611,1.365
1.4629,0.561,1.3656
1.4626,0.561,1.3662
1.4625,0.5609,1.3668
1.4619,0.561,1.3675
1.4609,0.5611,1.3681
1.4604,0.5612,1.3685
1.4592,0.5612,1.3691
1.4588,0.5612,1.3698
1.4576,0.5612,1.3704
1.4563,0.5611,1.3712
1.455,0.5612,1.372
1.4543,0.5611,1.3731
1.4528,0.5611,1.3742
1.4509,0.5611,1.3751
1.4496,0.5611,1.376
1.448,0.5613,1.3771
1.4463,0.5613,1.3782
1.4444,0.5615,1.3791
1.4428,0.5616,1.3802
1.4407,0.5617,1.3812
1.4391,0.5618,1.3823
1.4371,0.5619,1.3837
1.4346,0.5621,1.3849
1.4328,0.5623,1.3863
1.4308,0.5625,1.3878
1.4282,0.5625,1.3889
1.4263,0.5627,1.3901
1.4238,0.563,1.3913
1.4218,0.5631,1.3926
1.4195,0.5634,1.394
1.4171,0.5636,1.3954
1.4148,0.5639,1.3968
1.4128,0.5642,1.3986
1.4101,0.5645,1.4001
1.4081,0.5648,1.4017
1.4055,0.5651,1.4033
1.4035,0.5654,1.4049
1.4011,0.5656,1.4064
1.3985,0.5658,1.4079
1.3963,0.5661,1.4094
1.3939,0.5662,1.4109
1.3913,0.5664,1.4127
1.3892,0.5667,1.4146
1.387,0.567,1.4165
1.3845,0.5671,1.4185
1.3819,0.5674,1.4203
1.3799,0.5675,1.4223
1.3774,0.5676,1.4241
1.375,0.5679,1.4262
1.3728,0.5682,1.4283
1.3701,0.5685,1.4303
1.3678,0.5686,1.4325
1.3653,0.569,1.4347
1.363,0.569,1.437
1.3602,0.5693,1.4392
1.3581,0.5693,1.4417
1.3553,0.5694,1.4439
1.353,0.5697,1.4463
1.3503,0.5699,1.4487
1.3477,0.5699,1.451
1.345,0.5701,1.4533
1.3425,0.5703,1.4558
1.3399,0.5703,1.4581
1.3371,0.5704,1.4604
1.3343,0.5704,1.4625
1.3316,0.5705,1.4648
1.3287,0.5706,1.4669
1.326,0.5706,1.4692
1.3229,0.5708,1.4714
1.3199,0.5708,1.4735
1.3173,0.5711,1.4759
1.3142,0.5712,1.4782
1.3109,0.5714,1.4803
1.3078,0.5716,1.4828
1.3047,0.5717,1.4846
1.3013,0.5719,1.4871
1.2982,0.5723,1.4894
1.2949,0.5725,1.4915
1.2918,0.5727,1.494
1.2886,0.5731,1.4963
1.2851,0.5733,1.4985
1.282,0.5737,1.5007
1.2787,0.574,1.5032
1.2754,0.5744,1.5052
1.2719,0.5746,1.5073
1.2688,0.5749,1.5097
1.2653,0.5751,1.5116
1.2619,0.5755,1.514
1.2584,0.5759,1.5161
1.2548,0.576,1.518
1.2512,0.5763,1.5202
1.2478,0.5767,1.5223
1.2441,0.577,1.5243
1.2403,0.5773,1.5263
1.2366,0.5776,1.5282
1.2329,0.5778,1.5301
1.2289,0.578,1.532
1.2251,0.5783,1.5338
1.2215,0.5787,1.5358
1.2176,0.5791,1.5377
1.2139,0.5795,1.5396
1.21,0.5798,1.5413
1.2061,0.5802,1.543
1.2022,0.5805,1.5445
1.1987,0.581,1.5462
1.1951,0.5814,1.5475
1.1915,0.5819,1.5489
1.1877,0.5822,1.5504
1.1841,0.5826,1.5518
1.1804,0.583,1.5534
1.1773,0.5833,1.5552
1.1737,0.5835,1.557
1.1703,0.5838,1.5585
1.167,0.584,1.5602
1.1638,0.5842,1.5618
1.1602,0.5844,1.5632
1.157,0.5847,1.5645
1.1538,0.585,1.566
1.1505,0.5853,1.5673
1.1475,0.5855,1.5688
1.1445,0.5856,1.5704
1.1414,0.5859,1.5719
1.1382,0.5857,1.5734
1.1354,0.5857,1.5752
1.1324,0.5856,1.5766
1.1297,0.5856,1.5785
1.1269,0.5855,1.5802
1.1241,0.5854,1.5817
1.121,0.5853,1.5833
1.1186,0.5852,1.5847
1.1159,0.5852,1.5861
1.1133,0.5849,1.5875
1.1106,0.5846,1.5889
1.1083,0.5843,1.5905
1.1058,0.584,1.592
1.1033,0.5836,1.5936
1.1009,0.5833,1.5953
1.0984,0.583,1.5968
1.0961,0.5827,1.5984
1.0938,0.5824,1.5999
1.0915,0.5823,1.6014
1.0893,0.582,1.6026
1.0869,0.5818,1.604
1.0846,0.5816,1.6054
1.0824,0.5813,1.6068
1.08,0.5811,1.6081
1.0776,0.5808,1.6096
1.0756,0.5804,1.6109
1.0731,0.5802,1.612
1.071,0.5801,1.613
1.0689,0.58,1.6143
1.0665,0.58,1.6153
1.0644,0.58,1.6163
1.0624,0.5801,1.6173
1.0599,0.5799,1.618
1.0579,0.58,1.6187
1.0561,0.5802,1.6195
1.0544,0.5803,1.6205
1.0527,0.5804,1.6215
1.0509,0.5805,1.6223
1.0501,0.5808,1.6235
1.0479,0.5807,1.6238
1.0468,0.5811,1.6247
1.0457,0.5811,1.6252
1.0445,0.5812,1.6257
1.0433,0.5813,1.6261
1.0427,0.5816,1.6268
1.0418,0.5817,1.6273
1.0413,0.5817,1.6277
1.0407,0.5819,1.628
1.0405,0.5821,1.6285
1.0405,0.5823,1.6289
1.0404,0.5825,1.6293
1.0404,0.5827,1.6295
1.0408,0.5829,1.63
1.0414,0.5831,1.6304
1.0421,0.5832,1.6307
1.0428,0.5834,1.6309
1.0438,0.5834,1.6311
1.0445,0.5833,1.6309
1.0455,0.5832,1.6307
1.0471,0.5832,1.6307
1.0484,0.5831,1.6303
1.0498,0.5832,1.6301
1.0512,0.5829,1.6296
1.0529,0.5829,1.6294
1.0546,0.5828,1.6286
1.0567,0.5827,1.6282
1.0584,0.5826,1.6274
1.0607,0.5824,1.6266
1.0627,0.5823,1.6256
1.0648,0.5822,1.6247
1.067,0.582,1.6237
1.0693,0.582,1.6227
1.0717,0.5819,1.6214
1.0742,0.582,1.6203
1.0765,0.5817,1.6188
1.0792,0.5819,1.6179
1.0817,0.5816,1.6162
1.0842,0.5818,1.615
1.0868,0.5817,1.6136
1.0895,0.5817,1.6123
1.0924,0.5817,1.6104
1.0948,0.5817,1.6089
1.0976,0.5814,1.6067
1.1005,0.5814,1.6051
1.1031,0.5813,1.6031
1.1064,0.5815,1.6019
1.1092,0.5815,1.6
1.1121,0.5815,1.5982
1.115,0.5813,1.5963
1.1178,0.5812,1.5941
1.1211,0.5811,1.5921
1.1235,0.5811,1.5898
1.1267,0.5811,1.5877
1.1295,0.5813,1.5852
1.1325,0.5814,1.5829
1.1354,0.5816,1.5803
1.1385,0.5816,1.578
1.1414,0.5817,1.5754
1.1443,0.5818,1.5727
1.1475,0.582,1.5701
1.1503,0.582,1.5673
1.1535,0.5823,1.5649
1.1561,0.5824,1.5622
1.1595,0.5825,1.5597
1.1623,0.5826,1.5569
1.1654,0.5827,1.5543
1.1683,0.5827,1.5514
1.1714,0.5827,1.5484
1.1745,0.5827,1.5457
1.1773,0.5827,1.5429
1.1806,0.5826,1.5402
1.1839,0.5826,1.5374
1.1873,0.5827,1.5349
1.1904,0.5825,1.5319
1.1937,0.5825,1.5294
1.1969,0.5824,1.5267
1.2003,0.5824,1.5243
1.2035,0.5823,1.5217
1.2065,0.5821,1.5189
1.2096,0.582,1.5165
1.2126,0.5817,1.5139
1.2158,0.5816,1.5115
1.219,0.5814,1.509
1.2222,0.5812,1.5065
1.2251,0.5809,1.5041
1.2281,0.5806,1.5017
1.2312,0.5803,1.4995
1.2339,0.58,1.4971
1.2366,0.5798,1.4951
1.2396,0.5795,1.493
1.2426,0.5792,1.4908
1.2454,0.5789,1.4886
1.2483,0.5788,1.4867
1.2512,0.5786,1.4848
1.2541,0.5785,1.4828
1.2569,0.5782,1.4808
1.2599,0.5782,1.479
1.263,0.5781,1.4772
1.2659,0.578,1.4752
1.2687,0.5777,1.4735
1.2715,0.5776,1.4713
1.2742,0.5775,1.4695
1.2767,0.5773,1.4673
1.2794,0.5772,1.4653
1.2818,0.5773,1.4635
1.2845,0.5771,1.4616
1.2867,0.5773,1.4597
1.2893,0.5772,1.458
1.2914,0.5775,1.4563
1.2936,0.5774,1.4544
1.2959,0.5775,1.4528
1.298,0.5776,1.4513
1.3,0.5778,1.4497
1.3023,0.5781,1.4483
1.304,0.5783,1.4468
1.3061,0.5785,1.4455
1.308,0.5788,1.4444
1.31,0.579,1.4432
1.3118,0.5792,1.4421
1.3135,0.5795,1.4409
1.3155,0.5798,1.4398
1.3173,0.5799,1.4388
1.3189,0.5803,1.438
1.3207,0.5805,1.4371
1.3224,0.5807,1.4365
1.324,0.5809,1.4357
1.3255,0.5811,1.4351
1.327,0.5815,1.4345
1.3285,0.5816,1.4339
1.3297,0.5818,1.4333
1.3311,0.5821,1.4328
1.3326,0.5824,1.4323
1.3338,0.5827,1.4318
1.3352,0.5831,1.4313
1.3362,0.5833,1.4309
1.3375,0.5834,1.4305
1.3385,0.5837,1.4301
1.3395,0.5839,1.4298
1.3405,0.5842,1.4296
1.3415,0.5845,1.4294
1.3423,0.5847,1.4292
1.343,0.5849,1.4291
1.3438,0.5852,1.429
1.3441,0.5854,1.4289
1.3448,0.5856,1.4288
1.3454,0.5859,1.4287
1.3456,0.586,1.4286
1.3459,0.5861,1.4287
1.3463,0.5862,1.4287
1.3466,0.5863,1.4289
1.3468,0.5864,1.4291
1.3469,0.5865,1.4292
1.3472,0.5866,1.4294
1.3472,0.5867,1.4296
1.347,0.5868,1.4298
1.3472,0.5869,1.4299
1.3471,0.5869,1.43
1.3469,0.5869,1.4302
1.3466,0.5869,1.4304
1.3461,0.5868,1.4306
1.3457,0.5868,1.4308
1.3451,0.5868,1.4311
1.3448,0.5867,1.4313
1.3445,0.5866,1.4316
1.3442,0.5864,1.432
1.3437,0.5863,1.4323
1.3434,0.5863,1.4327
1.3426,0.5863,1.433
1.3422,0.5862,1.4333
1.3415,0.5862,1.4337
1.3408,0.5862,1.4341
1.34,0.5862,1.4345
1.3395,0.5862,1.4348
1.3389,0.5861,1.4354
1.338,0.586,1.4358
1.337,0.586,1.4363
1.3361,0.586,1.4366
